Tweet	Country	Topic	Sentiment	Sentiment_Expression	Sentiment_Target
يارسولي ياحبيبي فديتك بأبي وأمي .. أدنس هذا الكلب مسجدك ؟! أوقف هذا الكلب ذليلاً عند مرقدك ؟! .. أيا حبيبي هل قض هذ… https://t.co/SUdplH4GN6	palestine	religions	very_negative	implicit	أدنس هذا الكلب مسجدك ؟!
مستشفى جبل لبنان بحاجة ماسة لـ4 وحدات دم من فئة A- للسيدة رانيا ابي خليل، للتبرّع الرجاء الاتصال على الرقم 531905-03	lebanon	personal	neutral	none	none
"#شاهد: المدرب والناشط في مجال التراث الفلسطيني كمال دراوشة ، يتحدث عن تاريخ الدحية الفلسطينية وحقيقة تسميتها بـ""رقص… https://t.co/3rHujW3dgy"	lebanon	entertainment	neutral	none	none
@DijlahTv عسى ان يعوا سياسيوا ونواب وكتل سنة السلطة واكرادها - وعدم التهديد - فالينظروا ماحدث في السعودية - واليتعض… https://t.co/hpwisGtmNg	jordan	politics	negative	explicit	ينظروا ماحدث في السعودية
تقرير لسلطة الأمان على الطرق في دولة الإحتلال يكشف عن أن المجتمع العربي في الداخل الفلسطيني المحتل هو الأكثر تعرضا… https://t.co/Zhax4KDmKq	palestine	politics	negative	explicit	المجتمع العربي
لمن يذكروننا بالخير ..يا رب بالخير اذكرهم ..وبالحب ارعاهم ..واملأ قلوبهم نورا ..وارفع اللهم مراتبهم ..وفي جنة الخلد اللهم اجمعنا بهم ..	palestine	personal	very_positive	explicit	.يا رب بالخير اذكرهم .
"@LBCI_NEWS هيدا الكلام السليم فعلا"" ما كان في مشكلة والكل عم بيشتغل بورشة عمل وعم بينفذ إلى جانب الرئيس مهامو على أكمل وجه #حقنا_نعرف_شو_صار"	syria	politics	positive	explicit	الكل عم بيشتغل بورشة عمل
الأراء من هذه النوعية أعتبرها شاذةً لا طائل من ورائها ولا فائدةَ ترجي، فهي لا تخدم الباحث عن المعلومة، ولا تعتبر من المحتوى المفيد!	lebanon	personal	very_negative	explicit	النوعية أعتبرها شاذةً
الكثير من الاخوة في #السعودية يصفون #العراق بلد الطائفية والتحريض والفساد المالي ... هل وجدتم كل ذلك في بلدكم بعد خطوات الملك الاخيرة؟!. #صافي	jordan	politics	negative	explicit	بلد الطائفية والتحريض والفساد المالي
كما هطلت الأمطار على محافظة #تيماء. وعلى الشرف وعلقان بمحافظة #حقل أرتوت على أثرها الأرض جعلها الله سقيا خير ورحمة وعمّ بنفعها أرجاء البلاد.	palestine	weather	positive	explicit	هطلت الأمطار على محافظة #تيماء
جدي الله يرحمو كان يقول: عند إختلاف الدول إحفظ راسك ... بس يا جدي .. الدول مختلفين ع راسي !!! شو الحل ؟؟. #لبنان_الآن . #لبنان	lebanon	politics	negative	explicit	لبنان
"لسان حالي💔. "" دخلت مرقد علي بدلالي الكِسير ... و بمدامع شوقي أحچي ويّه الضمير. صُدق انا واقف بصحن الأمير؟!. شلون وقفه المَلَك يتمناها💚"". #مشاي"	jordan	personal	positive	explicit	دخلت مرقد علي
هُنالك نهايات أسبوع أطول من كل الأسابيع . هُنالك صباحات رمادية لأيام لا علاقة لها بالخريف . وذاكرة مفروشة لا تصلح للإيجار #أحلام_مستغانمي	lebanon	personal	neutral	none	none
"""نغلق اعيننا عندما نضحك بشدة،وعندما نحلم وعندما نتعانق وعند الخشوع لان اجمل مافي هذه الحياة لن تراه في عينك بل ستشعر به في قلبك""👌"	jordan	personal	very_positive	explicit	نغلق اعيننا عندما نضحك بشدة
@Gebran_Bassil مع كل احترامي لكل الكومنتس.. ما حدا درس عربي ب حياته... الله يقويك يعطيك الف عافية. ✌️ 🇱🇧 الوزير ال… https://t.co/q988zh7RH7	lebanon	personal	positive	explicit	الله يقويك يعطيك الف عافية
الكل يعرف انو محدا يحب احلام لتصرفاتها اوكي بس وقعتها هاي وقعه صعبه جدا جدا يافنها يا عائلتها ياوطنها وهالشي عيب ال… https://t.co/OVcGNHuMDg	syria	entertainment	negative	explicit	وقعه صعبه جدا جدا
نحن قومٌ لا نعرف الهزيمة ../. و في دمنا يعيش ألف مناضل ../ . أرضنا ستبقى شامخة عظيمة../. و ترابها ارتواء بدماء كل مقاتل ../. #وسيم_فياض	syria	politics	very_positive	explicit	['وسيم فياض', '#وسيم_فياض', 'نحن قومٌ لا نعرف الهزيمة', 'أرضنا', 'التفائل']
نفس النتائج التي وصل لها #العراق سيصل لها #لبنان إذا قبل #عون. القيام بدور قائم مقام . خاميني في العراق نور المالكي .	palestine	politics	very_negative	explicit	صل لها #لبنان
اتحداكِ انا. ان تجدي عاشقا مثلي . وعصرا ذهبيا مثل عصري. فارحلي حيث تريدين ارحلي . حيث تريدين واضحكي وابكي. فانا اعرف ا… https://t.co/ELESDHw5zd	syria	personal	positive	explicit	فارحلي حيث تريدين
جئتم من استانه ياخونه لتثبتو الاسد بذقون وبقال الله وقال الرسول خذو ادلب يا اتراك ولكن ان كنتم رجالا احمو دولتكو من النفكك	lebanon	politics	very_negative	explicit	 من ا
""" عندما أستلم رسائلك أشعر أنني متصالح مع الحياة، وحين لا أفعل أشعر أن الحياة مخطئة وأبدأ بالتصادم مع كل شيء مع الحي… https://t.co/S4SUkoNQtf"	syria	personal	positive	explicit	متصالح مع الحياة
⭕️جديد ساعات زايروس ⭕️ . ضمان سنة + ضد الماء . ماركة زايروس الاصلية 🇸🇦. السعر : 150 ريال 😍🎁. الشحن والتوصيل = مجانا ✅… https://t.co/0ELB6qdD7t	palestine	advertisement	neutral	none	none
الاحتلال يعتقل أ. خلدون أبو سليم مدير العلاقات العامة في بنك فلسطين، أثناء سفره صباح اليوم الأحد عبر حاجز (بيت حانون/ إيرز) .	jordan	politics	negative	explicit	دون أبو سليم
يا عمي فهموا هيدا يلي صار بلبنان توازن طائفي! لي اخدينلو ابعاد هلقد؟ ليبيا اختطفت زعيم شيعي وهلق اللملكة عم تعمل ت… https://t.co/YZ9AzSsPvm	syria	politics	negative	explicit	بلبنان توازن طائفي
ربي أبعد أمي و أبي . متاعب الدنيا ولا تذقهم . طعم الألم ولا دموع الحزن . يارب بحجم سمائك السابعة . ارح قلوبهم وأسعدهم . ❤️❤️	jordan	personal	positive	explicit	أمي و أبي
كل ما يحدث لنا في الحياة .. لا يحدث صدفة ولا عبثاً ولا بلا سبب .. بل يحدث لحكمة ما .. إما أن يكون تنبيه او إيقاظ من غفلة او درس نتعلم منه	jordan	personal	positive	implicit	الحياة
- بيب بدأ في السيتي منذ الصفر ، بتكتيك جديد وتشكيلة جديدة .. ولكنه في النهاية صنع فريق عنيد يصعب الفوز عليه ، ممتاز… https://t.co/lrfxsfp2uu	jordan	sports	very_positive	explicit	السيتي
من يدين ويستنكر الصاروخ اليمني... هو زنديق لقيط سافل .لأن أشلاء أطفال اليمن أهم من كل الخليج نتمنى من مطلقي الصواريخ أن يقصفو احياء سكنيه	jordan	politics	very_negative	explicit	هو زنديق لقيط سافل
ابداعاتنا بالرسم اليوم طلعت بلاب الهيومان ، طبعا هاي من الرسومات الفنيه اللي طلعت و طبعا مش حاب احكي مين صاحبها 😂😂… https://t.co/5NyMPWGmIC	jordan	entertainment	positive	explicit	لاب الهيومان
@as30as20a1 @jerrymahers هيدا السيد يلي عم تحكي عنه ما خان العروبة دم الشهداء وبقي ضد اسرائيل مش متل الملك بلي عندكم	lebanon	politics	positive	explicit	 السي
@aymanjada انا شاب سوري من حلب ارجو منك مساعدتنا في نشر فيديو من مجهود فردي من ابناء حلب الشهباء دعمن للمنتخب السوري في لقائه امام استراليا	lebanon	sports	positive	explicit	دعمن للمنتخب السوري
اكدت الدراسات ان 40% من الشعب اللبناني بيشخر و هو نايم . . . . ... . . . . . . . .. والباقي .. و هو صاحي	syria	politics	negative	explicit	الشعب اللبناني بيشخر
#كاس_العالم_حيوحشنا_٥. لابد من ثورة جماهيره نادينا يسرق امامنا ووضع اشخاص كشتوا في نادينا و اولهم طارق كيال لابد من… https://t.co/7iDt80mqVb	palestine	sports	very_negative	explicit	ووضع اشخاص كشتوا في نادينا
@PaulaYacoubian اظنهم في ورطه اعمدو سنين على هذا ولا يعرفون غيره واظن ان ساعة الحقيقه دقت يا حزب الله ويوم دحركم الى السجون قريب	lebanon	politics	very_negative	explicit	يوم دحركم الى السجون قريب
من حبهم لأبناء وطنهم، و سعيهم للمساهمة بخدمة الأسر المحتاجة في الأردن، تطوع طلاب مدراس الكلية العلمية الإسلامية بتع… https://t.co/cOxpRiYnNz	palestine	volunteering	positive	explicit	الأردن
