sentiment,txt
0, كان  صلي  الله  علي +ه و+ سلم  يحب  ال+ طيب  و+ ال+ راءحه  ال+ حسنه  و+ كان  لا  يسلك  طريقا  ف+ يتبع +ه احد  الا  عرف  ان +ه قد  سلك +ه من  طيب  عرف +ه #  نشر  ـ  س+ يرت +ه #
1, اصرار  ال+ شعب  ال+ تونسي  علي  ال+ وصول  الي  ال+ كيلومتر  ال+ اخير  ثوره  اخري  في  حد  ذات +ه و+ اهم  درس  من  بين  دروس  كثيره  #  #
1, #  ال+ عرص  في  #  نيويورك
0, و  اعتز  ب+ مصريتي  و  صعيدتي
1," و+ حيات  عيني +ك ,  ,  ,  ,  اخذ  صوت  اخذ  وجه  حسن  و+ طرب  اصييل  #  مصر  #  ال+ جيزه  #  ال+ قاهره  #  شاديه  #  ال+ اهرامات  #  اسيوط  .  .  ."
1, ال+ صوره  من +ي و+ ال+ تعليق  من +كم و+ ل +كم :  )  #  اسطوره
0, عرض  ال+ اسبوع  10  الاف  متابع  #  درر  #  حكم  #  حكم +ه #  حكمه  #  ابيات  #  ال+ نصر  #  ال+ هلال  #  ال+ فتح  #  كلمات  #  كلمه  #  بوح  #  ال+ اتحاد  [  2287315  ]
1, لسان  ال+ عرب  بين  ال+ السنه  ك+ زمن  ال+ ربيع  بين  الازمنه  #  ال+ يوم  ـ  ال+ عالمي  ـ  ل+ لغه  ـ  ال+ عربيه
1, من  بوابه  ال+ اهرام  ال+ اسلوب  ال+ حقير  ل+ ال+ صهاينه  استخدم  من  قبل  مع  اخرين
0, ال+ ليله  #  عبد  ـ  ال+ رحيم  ـ  علي  يذيع  تسريبات  جديده  ل  #  ال+ برادعي  علي  #  ال+ قاهره  ـ  و+ ال+ ناس  ال+ عاشره  مساء  #  ال+ برادعي  ـ  خاين  #  ب+ اسم  ـ  حرامي  #  نشطا  .  .  .
0, قد  تري  ال+ امور  مستعصيه  علي +ك بعض  ال+ شيء  لكن  اذا  ما  نظرت  من  ذاك  ال+ باب  الذي  لا  ينظر  الي +ه احد  سوف  تري  ال+ امور  متجليه  واضحه  و+ مفهومه  لدي +ك #  حاول
1, اوراق  ال+ انقلاب  1  ال+ وقت  و+ ياس  ال+ ثوار  2  دعم  ال+ خليج  3  اسراءيل  4  ال+ قتل  5  ال+ اعتقال  6  كذب  ال+ اعلام  7  فقهاء  ال+ شيطان
0, ـ  4  ـ  2012  ـ  انتم  اسياد  ال+ نصاري  ب+ اخلاق +كم كنتم  خير  امه  اخرجت  ل+ ال+ ناس
1, #  موقف  ـ  نفس +ي ـ  اعيش +ه ـ  مع  ـ  مراتي  ان +ي اكون  ال+ امام  و  نصلي  مع  بعض  !
1, ال+ سذج  صدقوا  هجوم  ال+ اعلام  علي  ب+ اسم  يوسف  اذكر +هم ب+ هجوم  عماد  اديب  و+ لميس  و+ خيري  و+ تهديد +هم ب+ مقاضاه +ه بعد  اول  حلقه  ال+ مره
0," اما  ان  عبد  ال+ جليل  الشرنوبي  كذب  او  محمد  مرسي  كذب  ,  شوف  كد +ه مين  ال+ لي  لي +ه سوابق  في  ال+ كذب  و+ اخلاف  ال+ وعود  و+ اح +كم ب+ راحه +ك"
0, #  اعرفوهم  #  انقلاب  ـ  مصر  #  يسقط  ـ  حكم  ـ  ال+ عسكر  #  ال+ داخليه  ـ  بلطجيه  #  ال+ حريه  ل+ نور  ال+ دين  محمود  15  سنه  #  الدقهليه  طالب  ب+ ال+ ثانوي  ال+ ازهري
0, جمهوريه  مصر  ال+ طبيعيه  جمهوريه  ديمقراطيه  حقيقيه  جمهوريه  مدنيه  تحمي  حقوق  ال+ مواطنه  و  ال+ مساواه  و  ال+ عدل
1," ""  ثم  يصل  ال+ استعلاء  الي  مدي +ه ب+ انهاء  ال+ حوار  و  ""  ""  ال+ كلام  مع +كم ما  فيش  من +ه ف+ ايد +ه ""  ""  هكذا  ينظر  احد  اطراف  حرس  ال+ اخوان  ال+ حديدي  ل+ ال+ ديمقراطيه  و+ ل+ ال+ حوار  """
0, اينما  وجد  ال+ عدل  ف+ ثم  شرع  الله
1, سواق  ميكروباص  مءدب
1, اي  و+ الله  :  )  #  اسلوب  ـ  حياه
1, #  زملكاوي  انا  و  ال+ فخر  ليا
1," خلق  اسلام +ي جميل  نحتاج +ه ب+ شده  في  هذه  ال+ ايام  ل+ بلاد +نا هو  خلق  ال+ رفق  اي  (  ال+ لطف  و+ ال+ لين  في  ال+ قول  و+ ال+ فعل  )  ,  الذي  نحتاج +ه في"
1, و+ بعدين  هو  في  حد  افشل  ال+ رءيس  غير  كذب +ه و+ اخلاف +ه للوعودكثير  من  ال+ لي  بتسميهم  ثوره  مضاده  كانوا  بيحترموه  وبيتمنوا  ل +ه ال+ نجاح  قبل  ان  يستبد
0, رحمه  الله  علي  ال+ مناضل  ال+ عظيم  مصطفي  عبد  ال+ جليل  احد  اعمده  ال+ ثوره  ال+ ليبيه
1, #  السيسي  يحارب  رابعه  السيسي  يحارب  سيناء  السيسي  يحارب  دلجا  هو  ال+ راجل  ده  تخصص  حرب  مع  مصريين  بس  و+ لا  ايه  ?  !
0, قاللك  هيعملوا  موقع  بدل  يوتيوب  وهيسموه  يوتيوس  وهيبقي  علي +ه رقابه  من  ال+ خرفان
0, تقرير  ناري  #  ال+ جزيره  تفضح  علاقه  #  وزير  #  ال+ داخليه  ب+ ال+ بلطجي  صبري  نخنوع  ـ
0, ب+ حسب  ال+ جزيره  ميدان  ال+ تحرير  يتسع  ل  500  الف  مصري  او  2  مليون  اسلامي
0, يوسف  ال+ حسيني  يتابع  منذ  ايام  مايحدث  ل+ ال+ اقباط  في  دلجا  و+ يطالب  ال+ مسءولين  ب+ ال+ تدخل  و+ ال+ يوم  سيطرت  ال+ شرطه  و+ ال+ جيش  .  .  .
1, هم  خلوا +ني مجنون  !  !  !
0, شاهد  -  تميم  ال+ برغوثي  و+ مصطفي  سعيد  في  ال+ ذكري  ال+ اولي  ل+ ال+ ثوره  في  اخر  كلام  #
1, حمي  ال+ اعتقال  فاقت  ال+ واقع  و+ ال+ خيال
0, ف+ ل+ تذهبوا  الي  ال+ جحيم  #  ال+ حرس  ـ  ال+ جامعي
0, :  )  #  مصطفي  ـ  حسني  ^  ـ  ـ  ^
1, و+ ال+ عسكر  سيطر  ظلم  اتجبر  ل+ ال+ شر  حضر  ع  ال+ حدود  زي  ال+ فراخ  وع  ال+ حريم  يتشطر  #  عسكر  ـ  كاذبون
0, #  واءل  ـ  جمعه  صخره  ال+ دفاع  ال+ مصريه
1, ابتسم  ف+ ان  هناك  من  يحبك  يعت +ني بك  يحمي +ك ينصر +ك يسمع +ك يرا +ك هو  ال+ رحمن  ال+ رحيم
1, موقف  الاسواني  من  شفيق  فخور  ب +ه جداوهو  موقف  كل  ال+ ثوريين  من  شفيق  صبي  مباركاذاكنت  تدعم  شفيق  ف+ ال+ اولي  بك  تدعيم  جمال  مبارك
1, برلمان  مشكوك  في  شرعيه +ه س+ ينتخب  لجنه  نصف +ها من +ه اي  غير  محايده  ل+ وضع  دستور  ل+ مصر  و+ ليس  ل+ ال+ اغلبيه  ال+ دستور  مصدر  ال+ سلطات  و+ ليس  ال+ عكس  المتاهه  مستمره
0, لان  مجلس  ال+ شعب  منتخب  علي  عوار  و+ تشكيل  ال+ تاسيسيه  ايضا  بسيطه  و+ واضحه
0, د  علاء  الاسواني  :  ما  هي  اليات  ال+ تحول  ال+ ديموقراطي  الذي  تحيد  عن +ه ال+ سلطه  ال+ حاليه  ?  !  اقرا  ال+ مقال  كاملا  .  .  .  .  .  .  .  .  .
1," #  ال+ حب  ـ  هو  ان  تشبع  حبيب +ك اهتماما  قبل  اشباع  رغبات +ك .  .  !  """
1, احرق  دم  ال+ اخوان  و  ادبح  بدل  ال+ خروف  اثنين  و  انصر  الغلبان
0, ال+ رضا  #  خلق  ـ  جميل
1, في  ال+ طريق  الي  اسوان  ل+ اول  مره  منذ  اكثر  من  15  عاما  ب+ دعوه  كريمه  من  ال+ دكتور  مجدي  يعقوب  ل+ حضور  افتتاح  ال+ مبني  ال+ جديد  ب+ مستشفي  ال+ قلب  هناك
1, ال+ ناءب  ال+ عام  ال+ خصوصي  بتاع  مرسي  ل+ غي  قرار  ال+ افراج  عن  شباب  ال+ اسكندريه  ال+ معتقلين  !  !  ده  جي  يعيد  محاكمات  ال+ ثوار  باين
0, #  ال+ نصر  ـ  ال+ فيصلي  عظيم  ب+ جمهور +ك الله  يسعد  ال+ حاضرين  كل +هم والغايبين
1, عدت  من  الاسماعليه  منذ  قليل  بعد  يوم  حافل  ختمت +ه ب+ مءتمر  جماهيري  دفء  مشاعر  اهل  الاسماعليه  هون  بروده  ال+ جو  #
1, تحيه  ل+ رءيس  جمهوريه  فنزويلا  الذي  انحاز  ب+ قرار  اعاده  سفير  بلاد +ه ل+ ال+ قاهره  ل+ ثوره  مصر  و+ اراده  شعب +ها و+ اكد  علي  متانه  و+ عمق  ال+ علاقات  بين  ال+ شعبين
1, اثق  في  رءيه  احمد  سعيد  و+ اعلم  التزام +ه ب+ مبادء +ه و+ انا  معجب  ب+ تصريح +ه ان  ال+ حزب  يستطيع  ان  يكون  حزب  ال+ اغلبيه  و+ اتم +ني فوز +ه في  ال+ انتخابات  ل+ تحقيق  تلك  ال+ رءيه
1, يا  رب  ل +ك ال+ حمد  ان  جمعت  شمل  اسره +ي
1, انقلاب  ل+ صوصي  دموي  هل  يمكن  ان  يحالف  ال+ توفيق  بلدا  يدير +ه انقلاب  ?  و+ بكر +ه تشوفو  مصر
0, :  نت +هم عصام  ال+ عريان  و+ حزب  ال+ حريه  و+ ال+ عداله  ب+ احداث  فتنه  و+ قتل  و+ اصابه  مصريين
0, #  رصد  تظاهرات  ووقفات  احتجاجي +ه منذ  صباح  ال+ يوم  ب+ جامعه  #  ال+ فيوم  نظم  طلاب  جامعه  ال+ فيوم  ال+ يوم  عدد  من  الوقفات  .  .  .
1, الذين  يتسابقون  ل+ تلبيس  مرشد  ال+ اخوان  ال+ حذاء  علي +هم ان  يدركوا  ان +هم يهدرون  كرامه +هم قبل  ان  يتحدثوا  عن  ال+ ثوره  ما  يفعل +ه ال+ شاطر  ب +كم لن  يفعل +ه ب +نا
0, د  ابو  ال+ فتوح  :  رقابه  ال+ دوله  علي  ال+ افكار  يحول  ال+ ناس  الي  مءمنين  منافقين  و+ هذا  ما  لانريده  و+ لا  نقبل +ه
0, دعلاء  الاسواني  :  لماذا  يتحرش  ال+ مصريون  ب+ ال+ نساء  ?  !  اقرا  ال+ مقال  كاملا  ?  !  .  .  .  .  .  .
1," ال+ شوكولاته  و+ ال+ قهوه  ,  فيروز  و+ حليم  ,  الشتا  و+ ال+ ليل  ,  و+ انت  #  حاجات  ـ  بتفرح"
1, كيف  ل+ مرشد  تفوا +ه ل+ ال+ غنم  ب+ ماء  تعلو  علي  ال+ مرسي  هل  ال+ قاءد  يدلدل  ال+ قدم  دون  ان  يمتطي  ال+ كرسي  تبا  ل+ ال+ صمت  هلال  ال+ فشل  و+ دمت  ابي  يا  مصري
0, شاركوا +نا علي  تويتر  يا  شباب  #  خلق  ـ  جميل  تعالوا  ننشر  علي  الهاشتاج  ده  اخلاق  نحب  نرا +ها في  مجتمعات +نا و  يتخلق  ب +ها
1," سياده  ال+ رءيس  ,  انا  احترم +ك ب+ قدر  احترام +ك ل+ ال+ محكمه  ال+ دستوريه"
1, 3  يتناقض  مع  واجب  ال+ شرطه  ال+ تورط  في  ال+ عنف  او  ال+ تصعيد  مع  ال+ متظاهرين
0, يابوب  ارجع  محتاجينك  ب+ جد  #  ارجع  ـ  يا  ـ  بوب
1," ""  ملايين  في  ال+ شوارع  قبل  ال+ عاشره  صباحا  مشهد  لم  ير +ه بلد  في  ال+ عالم  ,  كم  انت  عظيم  يا  شعب  مصر  """
1, نرفض  تقييد  حق  ال+ اعتصام  و+ اعطاء  سلطات  مطلقه  ل+ ال+ امن  في  منع  ال+ تظاهر  و+ ال+ مبالغه  في  ال+ عقوبات  و+ توسيع  حرم  منع  ال+ تظاهر  لا  ل+ ال+ قانون  ب+ صيغه +ه ال+ راهنه
0, نيويورك  تايمز  :  ال+ انقلاب  دراكولا  يبطش  ب+ ال+ صحافه
0, اعلام  ال+ عار  خيري  و+ ب+ اسم  و+ لميس  ركزوا  سخريه +هم ان  مرسي  نحس  انهارده  الاتقلاب  ما  بيفوتش  و+ كل  يوم  مصيبه  اكبر  من  الي  قبل +ه
0, #  السيسي  ـ  رءيسي  ـ  2014  #  س+ انتخب  ـ  السيسي
1, اءكدلك  ان  ال+ اخوان  امبارح  في  اسكندريه  كان  معي +هم كل  انواع  ال+ اسلحه  مش  سلميينالاخوان  مجموع +ه ارهاب  .  .  .
0," دضياء  رشوان  :  ان  ال+ دكتور  عبد  ال+ منعم  ابو  ال+ فتوح  ال+ اكثر  اعتدالا  سياسيا  و+ دين +نا ,  كما  ان +ه اجتهد  في  مقاصد  ال+ شريعه"
1, عندما +ما يستمر  ال+ قضاء  في  ال+ تحقيق  في  بلاغات  عبثيه  تهدف  الي  تشويه  ال+ معارضه  و+ تنتهي  ب+ دون  معاقبه  مقدمي +ها ف+ نحن  ننضم  ب+ امتياز  الي  قاءمه  ال+ نظم  ال+ بوليسيه
0, اتفرج  ياسلام  صلاح  جاهين  و+ محمود  السعدني  في  بروجرام  واحدرحم  الله  ال+ جميع  و+ جزاء +هم عن +نا و+ عن  مصر  خير  ال+ جزاء
1, ل+ ما  انت  عارف  مجموعه  ال+ شيوعيين  ب+ ال+ اسم  ابقي  قدم  في +هم بلاغ  و+ ل+ اتنشر  ال+ كلام  علي  عواهنهكلامك  واضح  يارجل  ال+ حوار
0, شريفه  !  #  ف+ يفي  ـ  عبده
0, الي  زملاء +ي ال+ محامين  ال+ راغبين  في  ال+ انضمام  ل+ مبادره  (  سامعين  صوت +ك )  التي  تهدف  ل+ دمج  متحد +ي ال+ اعاقه  في  ال+ مجتمع  يسعد +نا اشتراك +كم
1, لا  اعترف  ب+ سفير  يدين  مواطن +ه قبل  ان  يجري  تحقيق  محايد  و+ عادل  لا  تعرف +ه ال+ سعوديه  هذا  سفير  مبارك  و+ ليس  سفير  مصر  ابدا
0, عند +ي قمر  ب+ سهر  معي +ه :  )  عند +ي معاد  و+ حبيبي  لغاه  :  (  -  #  كاريوكي
1, بعد  دقاءق  يتحدث  حبيب +نا دعبد  ال+ منعم  ابو  ال+ فتوح  علي  قناه  ال+ حياه  عن  رءيه +ه ل+ ال+ اوضاع  ال+ اخيره  في  مصر  ومسقبل  ال+ بلد
1, ال+ اعتراف  ب+ ال+ خطا  #  خلق  ـ  جميل
1, تم  ب+ حمد  الله  ال+ قبض  علي  عصام  ال+ عريان  شوف  ب+ ال+ صوره
1," ""  دور  ال+ اعلام  في  زمن  مرسي  كان  اختلاق  ازمات  وهميه  ل+ ذبح +ه ,  و+ تحول  الي  اخفاء  كوارث  و+ فضاءح  ال+ انقلاب  و+ ال+ تطوع  ل+ حل +ها """
0," ""  ""  ""  :  ب+ ال+ فيديو  :  #  توفيق  ـ  عكاشه  :  #  هيفا  و+ ليه  ناشفه  ""  ""  """
0, واضح  ان  ال+ ناس  ال+ لي  ساكنه  في  6  اكتوبر  بتروح  مدارس  و+ تشتغل  في  ال+ قاهره  و+ ال+ جيزه  ود +ه سبب  كافي  ل+ زحمه  رهيبه
0, تجاهل  ال+ اعلام  ال+ حقير  ل+ ضحايا  معديه  قنا  الذين  غرقوا  في  ال+ نيل  يكشف  انهيار  ال+ حق  لو  ايام  مرسي  كانت  ال+ ولوله  و+ ال+ دموع  ل+ ال+ ركب  مش  كد +ه يا  من +ي
0," #  اوسكار  :  لقد  امضيت  سنتان  مميزتان  حتي  ال+ ان  ,  و  اريد  ان  استمر  في  ال+ لعب  هنا  ل+ سنوات  عديده  مثل  تيري  ولامبارد"
1, دريه  شرف  ال+ دين  امراه  علي  الوشين  لا  مهنيه  و+ لا  اخلاق  و+ لا  وطنيه  و+ لا  حياء  ال+ ملايين  ملاوا  شوارع  مصر  و+ شاشات +ها تنقل  ميادين  اخلي +ها ال+ جيش  ل+ ال+ تصوير
0, كون +ك ك+ حاكم  فرحان  ب+ اراء  المبرراتيه  ال+ لي  لابسين  بدل  وباصين  ل+ مصالح +هم ب+ راحه +ك في  ال+ اخر  عملت  مشكله  في  ال+ شارع  مش  هيحلها  غير  الشارعخليهم  ينفعوا +ك
0, بعض  #  ال+ اشكال  ـ  ال+ وسخه  ف  #  ال+ مرج  ل+ ما  تشوف +ها تحس  ان +ها هربت  م  الرشاح  قبل  ما  يتردم  !
0, اتمني  ان  تكون  ال+ قوي  ال+ اسلاميه  و+ ال+ ليبراليه  و+ ال+ يساريه  راغبه  ب+ ال+ فعل  في  تشكيل  قاءمه  وطنيه  موحده  ل+ خوض  ال+ انتخابات  ال+ برلمانيه  ال+ قادمه  #
1," سلاماعلي  شهداء  الانتصارالعربي  ,  و+ تحيه  الي  قوات +نا ال+ مسلحه  التي  عبرت  ب+ مصر  من  ال+ هزيمه  الي  ال+ نصر  (  ان  ينصر +كم الله  ف+ لا  غالب  ل +كم )"
1, ازهي  عصور  اللخفنه
0, مدير  جامعه  ال+ امام  يستنكر  ال+ ثناء  علي  #  اردوغان  و+ يعتبر  #  تركيا  دوله  فاسده  فاسقه  فاجره  تنشر  ال+ رذيله  #  مكه  #  ال+ سعوديه  #  #
