Feed,Sentiment
 كلب  و+ حقير,Negative
 كلمات  راءع +ه حلوا +ه لا  احلي  ان  يكونو  في  ال+ نهايه  راءعون,Positive
 كلمات +ك عذب +ه,Positive
 كلم +ه حب  عجبت +ني جيت  اقءلها  جرحت +ني,Negative
 كل +نا ما  انتصرنا  علي  نفس +نا و+ علي  ال+ حاجه  ددي  الي  متعبه +نا و+ مبعده +نا عن  الله,Positive
 كل +ه علي  راس  ال+ مواطن  ما  يثير  ال+ سخريه  رفع  اسعار  المستقات  ال+ نفطيه  ال+ مستخدمه  في  ال+ صناعه  تقول  صناعه +نا مكسر +ه ال+ دنيا,Negative
 كل +هم فاجرين,Negative
 كل +هم معندهمش  احساس,Negative
 كلو  حك +ي فاضي,Negative
 كم  هي  ثقيل +ه علي  لسان +ك .  .  ف+ راءح +ه ال+ دجل  و+ ال+ نفاق  ب+ نظرات  عيون +ك !  !,Negative
 كن  انت  ال+ تغير  الذي  تريد  ان  ترا +ه,Positive
 كن  انت  ذلك  ال+ شخص,Positive
 كن  ايجابيا  و+ تذكر  ان  قليلا  من  ال+ تفاءل  قد  يصنع  الف  طريق  نحو  ال+ سعاده  صباح +كم مليان  طاق +ه ايجابيه,Positive
 كن  كما  انت  لا  تتغير  من  اجل  احد,Positive
 كن  مع  الله  لا  تبالي,Positive
 كنا  نقول  ال+ بلد  حامي +ها حرامي +ها ماذا  س+ نقول  ال+ ان  مفتيا +ها حرامي +ها الله  ال+ واحد  تحير  في  هذه  ال+ امه  التي  اصبح  ال+ حليم  في +ها حيران,Negative
 كنا  نقول  عاهات,Negative
 كنت  اخادع  ال+ حياه  لكي  اعيش  كما  اريد  لكن  ال+ حياه  خدعت +ني عشت  كما  هي  تريد,Positive
 كنت  اشوف  ال+ اجانب  اقول  موسوسين,Negative
 كيد  ال+ نساء  لولا  مكر  ال+ رجال  ل+ ما  خلقت  حواء  ب+ كيد  عظيم,Negative
 كيف  صرت  كاتب  يا  زلم +ه ?  ?  انت  كثير  علي +ك حمار,Negative
 كيف  لا  احب +ه و  في  كل  مساء  يهدي +ني شيءا  من  روح +ه,Positive
 كيف  يجتمع  ستر  و+ غض  ال+ بصر,Negative
 لا  اح +نا نتبع  نظام  مختلط  بين  ال+ راسماليه  و+ ال+ اشتراكيه,Positive
 لا  استطيع  اللهم  ارزقنا  ال+ عافيه  و+ شكر  نعمه +ك,Positive
 لا  اله  الا  الله  محمد  رسول  الله,Positive
 لا  ب+ قلو  بيض +ه حك +ي فارط  نحن  ال+ اردنيه  ما  حد  بيطلع  مع +نا ب+ راس,Negative
 لا  تتهاون  ب+ حجاب  زوجه +ك ف+ هناك  رجال  في  ال+ طرقات  في  قلوب +هم مرض  يتمتعون  ب+ ال+ نظر  ل+ نساء,Negative
" ""  لا  تحاول  لفت  انتباه  احد  ,  ان  لم  تكن  ملفت  ب+ ال+ فطره  س+ تبدو  احمقا  ب+ ال+ تظاهر  """,Negative
 لا  تحزن  ال+ دنيا  ما  في +ها اشي  تحزن  علي +ه,Positive
 لا  تحزن  ان  الله  مع +ك,Positive
 لا  تحزن  علي  دنا  فانيه  بل  احزن  علي  اخر +ه باقي +ه,Positive
" لا  تخسر  قيمه +ك ب+ كلم +ه ,  و+ لا  تفقد  احترام +ك ب+ زل +ه ,  و+ لا  تجعل  هم +ك في  ال+ دنيا  هو  حب  ال+ ناس  ل +ك ,  ف+ ال+ ناس  قلوب +هم متقلب +ه قد  تحبك  ال+ يوم  و  تكره +ك غدا",Positive
 لا  تعليق,Negative
 لا  تفهم +ي غلط  حبيبتي +ي,Negative
 لا  تقنتوا  من  رحم +ه الله  ف+ هي  و+ سعت  كل  شيء  مهما  عصينا  فل +نا رب  كبير  رحيم  و+ رحمن,Positive
" لا  تياسوا  من  روح  الله  ,  الله  تعالي  لا  يعجز +ه شيء  ,  ف+ كم  من  مريض  شفاه  ,  و+ كم  من  فقير  اغنا +ه ,  و+ كم  من  مشرف  علي  ال+ هلاك  نجا +ه ,  و+ كم  من  ضال  هدي +ه",Positive
 لا  حول  و+ لا  قوه  الا  ب+ الله  اذا  اخذ  ما  اوهب  اسقط  ما  اوجب,Negative
 لا  حول  و+ لا  قوه  الا  ب+ الله  ال+ عظيم  لم  اكن  اعلم  ان  نسب +ه ذكاء  ال+ عرب  منخفض +ه جدا  الي  هذا  ال+ حد,Negative
 لا  حول  و+ لا  قوه  الا  ب+ الله  ليش  ال+ حرج  هدا,Negative
 لا  رب +نا يرحم +نا ب+ رحمه +ه,Positive
 لا  شو  انا  مسخر +ه كلكو  خنازير,Negative
 لا  طبعا  ال+ تقرب  الي  الله  هو  خير  علاج  ل+ ال+ حالات  ال+ نفسيه,Positive
 لا  عنجد  زلم +ه شكلو  ب+ خوف,Negative
 لا  كرام +ه في  ال+ حب  و+ ال+ غرام,Positive
 لا  ل+ ال+ مفاعل  داخل  ال+ اردن,Negative
 لا  محال +ه اول  شيء  يحدث  ل +ه بعد  عوده +ه ل+ ال+ مغرب  س+ يتم  اغتصاب +ه ك+ ال+ عاهره,Negative
 لا  مش  فاهما +ك,Negative
 لا  مو  حقودين  و+ لا  شي,Negative
 لا  مو  حلو  و  ب+ خزي,Negative
 لا  نووي  و+ لا  صوب +ه بوار +ي ك+ ال+ عاده  نصب +ه جديد +ه,Negative
 لا  هديله  ب+ ال+ جزمه  طبعا,Negative
 لا  هديله  بالشوز  زي  ال+ صعيدي  الي  يكرم +ه الي  ضرب +ه ب+ ال+ شبشب  ناقص +ه حرامي +ه,Negative
 لا  و+ الله  ما  بلسه  يع,Negative
 لا  و+ الله  ماهم  ال+ لي  مسخر +ه انا  ال+ لي  مسخر +ه ال+ لي  تفرجت  علي +هم,Negative
 لا  وحد +ه مع  ال+ قران  هو  انيسي  ام  ال+ غرام  ف+ لا  احتاج +ه مطلقا,Positive
 لا  ياس  مع  ال+ حياه,Positive
 لا  ياعزيزتي  انا  عايشه  ب+ ال+ محكمه  و+ اشوف  تسلط  و+ ظلم  كبير  من  اشباه  ال+ رجال  بس  ب+ ال+ نهايه  ال+ مظلومه  تجد  من  ينتصر  ل +ها و+ ب+ كل  هدوء  ب+ دون  افلام,Negative
 لا  يشكي  قل +ه ال+ مال  لكن +ه يشكو  امان +ه ال+ رجال,Positive
 لا  يعني  ال+ غبي  يدري  ان +ه كاتب  اسم +ها ب+ ال+ ورقه  مايبيلها  ذكاء  تري,Negative
 لا  يغير  الله  ما  ب+ قوم  حتي  يغيروا  ما  ب+ انفس +هم,Positive
 لا  يوجد  كفاءات  ب+ ال+ اردن  قادره  علي  اداره  هكذا  مشروع,Negative
" لاتتحدث  ب+ قوه +ك امام  ضعيف  ,  و  لا  ب+ سعاده +ك امام  حزين  ,  و  لا  ب+ مال +ك امام  فقير  ,  زن  كلام +ك و  راع  شعور  ال+ اخرين",Negative
 لاتحزن  ف+ ان  ال+ حسنه  ب+ عشر +ه امثال +ها الي  سبعماءه  ضعف  الي  اضعاف  كثير +ه و  ال+ سيءه  ب+ مثل +ها الا  ان  يعفو  رب +ك يتجاوز  ف+ كم  ل+ الله  من  كرم  ما  سمع  مثل +ه و  من  جود  لا  يقارب +ه جود,Positive
 لاتنساني  من  دعاء +ك ال+ صالح  شيخ +نا,Positive
 لازم  اخر  ما  توصل  الي +ه ال+ عقل  ال+ بشري  من  غباء  اخو +كم حمز +ه اللهواني  من  ال+ اردن,Negative
 لازم  كل  واحد  في +نا يفكر  ب+ شكل  ايجابي  يبعد  عن +ه ال+ سلبيات,Positive
 لازم  يحكم  علي +هم ب+ ال+ سجن,Negative
 لالا  بس  اغلب +هم داريين  بس  يقول +ها استعباط  و+ رفع  ضعط  خذ +ها من +ي,Negative
 لان  ديانا  كرزون  ال+ بغله  ال+ اردنيه  لا  تستحق  ذلك,Negative
 لان  ما  بعتقد  انو  في  هالقد  عاهات  ما  بيعرفوا  انو  صوت +هم نشاز  ل+ انو  كتيير  نشاز  و+ ازا  في  رح  تكون  حالات  استثناءي +ه مو  ب+ هاد  ال+ كم  ال+ كبير,Negative
 ان +ه ال+ نووي  ضرر +ه علي +نا اكتر  بكتير  من  فواءد +ه,Negative
 ان +هم يمكن  يكونو  قاهرينك,Negative
 لبنان  وزبالتوا,Negative
 ل+ تصل  الي  ال+ قمه  لا  تلتفت  الي  مغريات  ال+ طريق,Positive
 لجن +ه تافه +ه,Negative
 لجن +ه حكم  ماعندها  ذره  احترام,Negative
 لجن +ه زبال +ه من  اذا  بفهمو  ب+ ال+ فن  خاص +ه ابو  ال+ نظارات  ال+ لي  مش  موجود  ب+ ال+ فيديو,Negative
 لجن +ه فاشل +ه تتمسخر  علي  ال+ متقدمين,Negative
 لدي  ال+ اردن  مءهلات  عظيم +ه ل+ استغلال  ال+ طاقه  ال+ شمسيه  و+ طاق +ه ال+ رياح  و+ طاق +ه باطن  ال+ ارض  و+ ال+ وقود  ال+ حيوي  .  و+ كل +ها طاق +ه امن +ه و+ نظيف +ه و+ متجدد +ه .,Positive
 لست  ال+ افضل  لكن  ل +ي اسلوبي  س+ اظل  داءما  اتقبل  راي  ال+ ناقد  ال+ حاسد,Positive
 لسنا  مجبرين  علي  تبرير  ال+ مواقف  ل+ من  يسيء  ال+ ظن  ب +نا من  يعرف +نا جيدا  يفهم +نا جيدا  ف+ ال+ عين  تكذب  نفس +ها ان  احبت,Positive
 لعن  الله  المتشبهين  من  ال+ رجال  ل+ ال+ نساء,Negative
 لعن +كم الله  جهنم  و+ بءس  ال+ مصير  ايها  ال+ عازفون,Negative
 لقد  اتحفتم +نا بلجوا +كم لجيبتنا  التي  انفجرت  ب+ فضل +كم ال+ فاسدين  يتنعمون  ب+ اموال +نا ف+ هل  اصبح  فاسدا  ل+ اعيش,Negative
 لقد  اسمعت  لو  ناديت  حيا  .  .  و+ لكن  لا  حياه  ل+ من  تنادي  و+ لو  نارا  نفخت  ب +ها اضاءت  .  و+ لكن  انت  تنفخ  في  ال+ رماد,Negative
 ل +ك كل +ك ذوق  حكم +ه,Positive
 ل+ كل  مجتهد  نصيب  .  .  .  من  لدي +ه هدف  و+ يثابر  علي +ه حتما  بعد  امر  الله  سوف  يصل,Positive
 لكن  ل+ ال+ اسف  عن +نا كلم +ه معاق  في  ال+ حياه  ال+ عامه  في  ال+ اردن  تستخدم  ل+ ال+ تعبير  عن  ال+ شخص  ال+ غبي  علشان  هيك  انا  قلت  ذوي  ال+ احتياجات  ال+ خاصه  افضل,Negative
 لكن  هذا  ال+ برنامج  ال+ سخيف  ال+ رخيص  واضح  ال+ تمثيل  في +ه,Negative
 ل+ ال+ اسف  اصبحنا  غرباء  في  اوطان +نا اصبح  ال+ وطن  و+ كان +ه ليس  ل +نا اصبح  ال+ وطن  ملك  خاص  ل+ تاجرين  و+ ال+ متنفذين,Negative
 ل+ ال+ اسف  ال+ بعض  يعتقد  ان  ال+ مفاعل  ال+ نووي  س+ يحل  مشاكل +نا ال+ اقتصاديه  و+ لكن  ال+ اردن  لا  يمتلك  موارد  مالي +ه و+ هذا  يعني  ال+ حاجه  ل+ شريك  اجنبي  كما  اعلنت  هيءه  ال+ طاقه  يملك  غالبيه  ال+ اسهم  كما  في  تركيا  علي  سبيل  ال+ مثال  و+ ذلك  يعني  ان  هذا  ال+ شريك  س+ يمتلك  ال+ جزء  ال+ اكبر  من  ال+ مفاعل  و+ لن  يكون  ملك  ل+ ال+ اردن  و+ ب+ ال+ تالي  س+ تقوم  ال+ حكومه  ايضا  ب+ دفع  تكاليف  ال+ كهرباء  ل+ ال+ مستثمر  و+ ب+ ال+ تالي  ال+ مفاعل  ال+ نووي  لن  يوفر  ل +ك ال+ كهرباء  ب+ سعر  قليل,Negative
 ل+ ال+ اسف  لسا  في  مدارس  ب+ تخلخل  عظام  ال+ طلاب  من  ال+ برد  عن  مدارس  قري  ال+ اردن  و  ال+ مناطق  ال+ شعبيه  عم  ب+ حك +ي,Negative
 ل+ ال+ برنامج  ال+ تافه  الي  يسمح  ل+ هذا  ال+ شي,Negative
 ل+ الله  يحرق  قلب +ك يبشار,Negative
 ل+ لهم  اعنا  علي  ادراك  هذا  ال+ معني  ال+ عظيم  يا  رب,Positive
 ل+ لهم  املا  قلب +ي ب+ حب +ك و+ حب  نبي +ك و+ حب  كل  عمل  يقرب +ني الي  حب +ك,Positive
 ل+ لهم  خذ +هم اخد  عزيز  مقتدر  ف+ ان +هم لا  يرحموا  ال+ ضعفاء  اللهم  سلط  علي +هم عذاب +ك ف+ ان +هم ارونا  ال+ ويلات,Negative
 ل+ لي  مفكرين  ال+ مفاعل  راح  يطور +هم ال+ مفاعل  راح  يدمر  ال+ اردن  ال+ منطقه  ال+ لي  حول +ها لان  ال+ فساد  ال+ موجود  ب+ ال+ اردن  مش  موجود  ب+ دول +ه اخري  هذا  يعني  ان  ال+ فاسدين  رايحين  يسمسروا  يلهفوا  ل+ ما  يوصلوا  اشكل  مفاعل  ل+ ال+ اردن  ناسين  ان  ال+ مفاعل  يحتاج  الي  ب+ حر  ماء  ل+ ال+ تبريد  نحن  ل+ انمل +ك ماء  ل+ ال+ شرب  ناسين  ان  ال+ تطور  يكون  ب+ مشارك +ه ال+ جميع  ليس  ب+ قرار  فردي  ناسين  ان  الذي  اقر  ال+ مفاعل  هو  ال+ محتكر  ال+ اول  هيء +ه ال+ طاقه  ان  شاغر +ها بقي  معلق  اثناء  فتر +ه تسلم  طوقان  وزاره  ال+ تربيه  و+ ال+ تعليم  ل+ دول  ال+ متقدمه  بدات  تبحث  عن  بداءل  ل+ ال+ مفاعلات  نحن  بنشتري  ال+ خربان  من +هم مشان  ال+ تقدم  بلد +نا ب+ فضل  الله  لدي +ها طاق +ه ال+ رياح  طاق +ه ال+ شمس  لماذا  لا  يتم  استغلال +ها بدل  ال+ مفاعل  ال+ نووي  طالما  اكل +نا معظم +ه فاسد  غير  صالح  ب+ سبب  ال+ جشع  ال+ طمع  ال+ فساد,Negative
 ل+ ما  اجد  في +ها الا +لا ال+ جراح,Negative
 ل+ ما  تكثر  عليا  ال+ التزامات  يصير  كل  ال+ لي  نفس +ي اسوي +ه استلقي  علي  ظهري  واسولف  ل+ ال+ سماء,Negative
 لن  تموت  نفس  حتي  تستكمل  رزق +ها اجل +ها,Positive
 لن  يقفل  باب  مدينه +نا ف+ انا  ذاهب +ه ل+ اصلي  س+ ادق  علي  ال+ ابواب  و  س+ افتح +ها ال+ ابواب  و  س+ تغسل  يا  نهر  ال+ اردن  و+ جهي  ب+ مياه  قدسي +ه و  س+ تمحو  يا  نهر  ال+ اردن  اثار  ال+ قدم  ال+ همجيه,Positive
 ل+ نفترض  جدلا  ان  لا  اضرار  صحي +ه بيءي +ه س+ ينتج  عن  بناء  مفاعلات  نوويه  سلمي +ه دعوا +نا نفكر  في  ال+ كلفه  من  حيث  اولا  :  كلف +ه بناء  عاليه  جدا  ل+ عدم  امتلاك +نا ل+ هذه  ال+ تكنولوجيا  علي  شكل  ديون  تثفل  كاهل  ال+ عشر  اجيال  ال+ قادمه  ثانيا  :  ل+ نفس  ال+ سبب  س+ نستورد  خبراء  ل+ ال+ تشغيل  ل+ سنوات  طويل +ه من +ما يزيد  كلف +ه ال+ طاقه  ليس  ال+ عكس  ناهيك  عن  حصول  اي  اخطاء  مفترض +ه مستقبلا  ثالثا  :  اين  هو  ال+ مكان  ال+ بعيد  عن  ال+ مدن  في  ال+ اردن  و+ اين  مصدر  ال+ مياه  ال+ كافيه  ل+ ال+ تبريد  رابعا  :  من  حق  ال+ مواطنين  اصحاب  ال+ قرار  ال+ حصول  علي  تقرير  منشور  ل+ ال+ اثر  ال+ بيءي  مسبقا  ب+ نفس  ال+ وقت  نستطيع  ال+ حصول  علي  نفس  كمي +ه ال+ طاقه  من  ال+ صخر  ال+ زيتي  الذي  نمتلك  من +ه احتياطي  هاءل  من  ال+ غاز  ال+ طبيعي  ال+ مءمل  مستقبلا  من  ال+ طاقه  ال+ شمسيه  من  طاق +ه ال+ رياح  ب+ كلف  نسبيا  اقل  ب+ كثير  من  ال+ نووي  دون  اعباء  ديون  اضافي +ه,Negative
 ل+ هل  درج +ه في  متخلفين  في  ال+ وطن  ال+ عربي  ?  ?  ?  ?  ?  ?,Negative
 ل +هم صارو  يبيعو  يشترو  في  ال+ بلد  متل  ما  بد +هم,Negative
 لو  اغلقت  ال+ ابواب  في  وجه +ك و+ اظلمت  ال+ دنيا  خنقه +ك ال+ دموع  و  ضاقت  بك  ال+ ارض  استحضر  معني  اسم  الله  ال+ فتاح  ال+ قادر  سبحان +ه قادر  علي  فتح  ما  انغلق  من  امر +ك,Positive
